"codigo";"nome";"codigo_comissao";"dataInicio_comissao";"dataFim_comissao"
"4981";"Acir Gurgacz";"1645";"2012-12-18";"2013-02-01"
"4981";"Acir Gurgacz";"1582";"2012-03-07";"2013-02-04"
"4981";"Acir Gurgacz";"1307";"2011-11-16";"2015-01-30"
"4981";"Acir Gurgacz";"38";"2013-03-27";"2015-01-30"
"4981";"Acir Gurgacz";"38";"2012-10-30";"2013-03-27"
"4981";"Acir Gurgacz";"38";"2011-11-16";"2012-07-03"
"4981";"Acir Gurgacz";"1306";"2012-10-30";"2015-01-30"
"4981";"Acir Gurgacz";"1306";"2011-11-16";"2012-07-03"
"4981";"Acir Gurgacz";"59";"2012-10-30";"2015-01-30"
"4981";"Acir Gurgacz";"59";"2011-11-16";"2012-07-03"
"4981";"Acir Gurgacz";"54";"2011-11-16";"2012-02-09"
"4981";"Acir Gurgacz";"445";"2011-04-26";"2013-03-06"
"4981";"Acir Gurgacz";"445";"2013-03-06";"2015-01-31"
"4981";"Acir Gurgacz";"1561";"2011-04-05";"2012-07-04"
"4981";"Acir Gurgacz";"1553";"2011-04-20";"2011-12-16"
"4981";"Acir Gurgacz";"1558";"2011-03-24";"2012-07-04"
"4981";"Acir Gurgacz";"1523";"2012-04-26";"2012-07-04"
"4981";"Acir Gurgacz";"1448";"2011-02-23";"2012-02-09"
"4981";"Acir Gurgacz";"54";"2011-02-22";"2011-11-15"
"4981";"Acir Gurgacz";"59";"2011-02-22";"2011-11-15"
"4981";"Acir Gurgacz";"1306";"2011-02-22";"2011-11-15"
"4981";"Acir Gurgacz";"1307";"2011-02-22";"2011-11-15"
"4981";"Acir Gurgacz";"1363";"2011-10-05";"2011-10-18"
"4981";"Acir Gurgacz";"50";"2012-10-30";"2015-01-30"
"4981";"Acir Gurgacz";"50";"2011-08-10";"2012-07-03"
"4981";"Acir Gurgacz";"38";"2011-02-22";"2011-11-15"
"4981";"Acir Gurgacz";"40";"2011-12-07";"2011-12-07"
"4981";"Acir Gurgacz";"34";"2012-10-30";"2015-01-30"
"4981";"Acir Gurgacz";"34";"2011-08-31";"2012-07-03"
"4981";"Acir Gurgacz";"34";"2011-02-08";"2011-08-29"
"4981";"Acir Gurgacz";"1530";"2015-03-04";"2017-03-31"
"4981";"Acir Gurgacz";"1530";"2014-02-21";"2015-01-31"
"4981";"Acir Gurgacz";"1530";"2012-03-01";"2013-03-06"
"4981";"Acir Gurgacz";"1539";"2010-07-09";"2010-12-22"
"4981";"Acir Gurgacz";"1363";"2009-11-18";"2010-12-22"
"4815";"Ada Mello";"54";"2008-10-07";"2009-01-10"
"4815";"Ada Mello";"40";"2008-10-07";"2009-01-10"
"3622";"Adelmir Santana";"38";"2007-02-06";"2009-02-17"
"3622";"Adelmir Santana";"1539";"2010-07-09";"2010-12-22"
"3622";"Adelmir Santana";"1530";"2010-03-23";"2011-01-31"
"3622";"Adelmir Santana";"1523";"2009-10-16";"2010-12-22"
"3622";"Adelmir Santana";"1468";"2009-08-19";"2010-12-22"
"3622";"Adelmir Santana";"1468";"2009-08-19";"2009-08-19"
"3622";"Adelmir Santana";"1458";"2009-06-04";"2010-12-22"
"3622";"Adelmir Santana";"1462";"2009-05-28";"2010-12-22"
"3622";"Adelmir Santana";"1451";"2009-04-06";"2010-12-22"
"3622";"Adelmir Santana";"1430";"2008-04-01";"2010-12-22"
"3622";"Adelmir Santana";"445";"2008-02-20";"2009-04-01"
"3622";"Adelmir Santana";"1324";"2008-02-19";"2009-04-06"
"3622";"Adelmir Santana";"445";"2007-08-03";"2008-02-19"
"3622";"Adelmir Santana";"445";"2007-03-06";"2007-08-02"
"3622";"Adelmir Santana";"1324";"2007-09-05";"2008-02-19"
"3622";"Adelmir Santana";"1384";"2007-04-26";"2010-12-22"
"3622";"Adelmir Santana";"1322";"2009-06-12";"2010-12-22"
"3622";"Adelmir Santana";"1357";"2009-09-30";"2010-12-22"
"3622";"Adelmir Santana";"1324";"2007-02-28";"2007-09-04"
"3622";"Adelmir Santana";"1324";"2009-04-06";"2010-12-22"
"3622";"Adelmir Santana";"1365";"2007-02-23";"2010-12-22"
"3622";"Adelmir Santana";"1306";"2007-02-06";"2008-03-12"
"3622";"Adelmir Santana";"1306";"2009-02-17";"2010-12-22"
"3622";"Adelmir Santana";"1306";"2008-03-12";"2009-02-17"
"3622";"Adelmir Santana";"59";"2008-03-12";"2010-12-22"
"3622";"Adelmir Santana";"59";"2007-02-06";"2008-03-12"
"3622";"Adelmir Santana";"54";"2009-02-17";"2010-12-22"
"3622";"Adelmir Santana";"834";"2009-02-17";"2010-12-22"
"3622";"Adelmir Santana";"50";"2007-02-06";"2010-12-22"
"3622";"Adelmir Santana";"47";"2007-02-06";"2009-02-17"
"3622";"Adelmir Santana";"47";"2009-02-17";"2010-12-22"
"3622";"Adelmir Santana";"34";"2009-02-17";"2010-12-22"
"3622";"Adelmir Santana";"34";"2007-02-06";"2009-02-17"
"3622";"Adelmir Santana";"40";"2007-02-06";"2009-02-17"
"3622";"Adelmir Santana";"40";"2009-02-17";"2010-12-22"
"3622";"Adelmir Santana";"38";"2009-02-17";"2010-12-22"
"5140";"Airton Sandoval";"1774";"2017-04-05";"2017-11-21"
"5140";"Airton Sandoval";"2162";"2018-05-08";
"5140";"Airton Sandoval";"2131";"2017-08-23";
"5140";"Airton Sandoval";"2152";"2018-07-13";
"5140";"Airton Sandoval";"2110";"2017-09-13";"2017-12-22"
"5140";"Airton Sandoval";"2111";"2017-08-09";"2018-05-21"
"5140";"Airton Sandoval";"445";"2017-05-30";
"5140";"Airton Sandoval";"2109";"2017-08-02";"2018-03-22"
"5140";"Airton Sandoval";"40";"2017-03-14";
"5140";"Airton Sandoval";"54";"2018-05-28";
"5140";"Airton Sandoval";"1956";"2017-03-31";
"5140";"Airton Sandoval";"50";"2017-04-05";
"5140";"Airton Sandoval";"2147";"2018-02-27";
"5140";"Airton Sandoval";"1664";"2017-04-05";"2017-04-06"
"5140";"Airton Sandoval";"1774";"2017-11-28";
"5140";"Airton Sandoval";"38";"2018-02-07";
"5140";"Airton Sandoval";"1363";"2017-03-15";
"4610";"Alexandre Silveira";"1424";"2008-03-12";"2008-06-05"
"3651";"Alfredo Cotait";"54";"2010-11-03";"2010-12-22"
"4527";"Alfredo Nascimento";"40";"2007-02-06";"2007-03-29"
"4527";"Alfredo Nascimento";"1841";"2014-09-03";"2014-09-22"
"4527";"Alfredo Nascimento";"1849";"2014-11-04";"2014-11-23"
"4527";"Alfredo Nascimento";"1858";"2014-12-15";"2015-01-31"
"4527";"Alfredo Nascimento";"1746";"2013-11-21";"2013-12-10"
"4527";"Alfredo Nascimento";"1706";"2013-08-06";"2013-08-25"
"4527";"Alfredo Nascimento";"1827";"2014-07-02";"2014-07-21"
"4527";"Alfredo Nascimento";"1692";"2013-07-03";"2013-08-07"
"4527";"Alfredo Nascimento";"1719";"2013-09-04";"2013-09-23"
"4527";"Alfredo Nascimento";"1832";"2014-07-09";"2014-07-28"
"4527";"Alfredo Nascimento";"1731";"2013-10-14";"2013-11-02"
"4527";"Alfredo Nascimento";"1792";"2014-03-25";"2014-04-13"
"4527";"Alfredo Nascimento";"1708";"2013-08-01";"2013-08-16"
"4527";"Alfredo Nascimento";"1768";"2014-02-05";"2014-02-24"
"4527";"Alfredo Nascimento";"1812";"2014-05-21";"2014-06-10"
"4527";"Alfredo Nascimento";"1607";"2013-05-08";"2014-02-19"
"4527";"Alfredo Nascimento";"1660";"2013-04-16";"2015-01-30"
"4527";"Alfredo Nascimento";"1663";"2013-03-27";"2013-12-12"
"4527";"Alfredo Nascimento";"59";"2013-03-20";"2015-01-30"
"4527";"Alfredo Nascimento";"1702";"2014-11-12";"2015-03-31"
"4527";"Alfredo Nascimento";"1669";"2014-11-13";"2014-11-19"
"4527";"Alfredo Nascimento";"1664";"2014-11-12";"2015-01-31"
"4527";"Alfredo Nascimento";"1421";"2013-10-29";"2015-01-30"
"4527";"Alfredo Nascimento";"1621";"2012-09-19";"2014-12-22"
"4527";"Alfredo Nascimento";"34";"2013-09-17";"2015-01-30"
"4527";"Alfredo Nascimento";"34";"2013-03-19";"2013-05-14"
"4527";"Alfredo Nascimento";"47";"2013-11-25";"2013-11-28"
"4527";"Alfredo Nascimento";"38";"2012-04-03";"2013-05-07"
"4527";"Alfredo Nascimento";"38";"2013-05-08";"2014-11-24"
"4527";"Alfredo Nascimento";"38";"2014-11-24";"2015-01-30"
"4527";"Alfredo Nascimento";"38";"2013-05-07";"2013-05-08"
"4527";"Alfredo Nascimento";"1307";"2012-04-03";"2012-10-30"
"4527";"Alfredo Nascimento";"59";"2013-03-13";"2013-03-20"
"4527";"Alfredo Nascimento";"1363";"2012-04-03";"2013-03-20"
"4527";"Alfredo Nascimento";"1363";"2013-03-20";"2015-01-30"
"4527";"Alfredo Nascimento";"1307";"2012-03-21";"2012-04-02"
"4527";"Alfredo Nascimento";"1363";"2011-11-23";"2012-04-02"
"4527";"Alfredo Nascimento";"38";"2011-11-23";"2012-04-02"
"4527";"Alfredo Nascimento";"1363";"2010-05-05";"2010-12-22"
"4527";"Alfredo Nascimento";"1307";"2007-02-07";"2007-03-29"
"4527";"Alfredo Nascimento";"1306";"2007-02-06";"2007-04-03"
"4527";"Alfredo Nascimento";"50";"2010-05-04";"2010-12-22"
"4527";"Alfredo Nascimento";"47";"2007-02-06";"2007-03-29"
"4527";"Alfredo Nascimento";"34";"2007-02-06";"2007-03-07"
"3433";"Almeida Lima";"38";"2003-02-19";"2005-02-17"
"3433";"Almeida Lima";"1539";"2010-07-09";"2010-12-22"
"3433";"Almeida Lima";"1528";"2009-12-09";"2010-12-22"
"3433";"Almeida Lima";"1523";"2009-10-16";"2010-12-22"
"3433";"Almeida Lima";"1469";"2009-08-19";"2009-10-15"
"3433";"Almeida Lima";"1464";"2009-06-10";"2009-12-22"
"3433";"Almeida Lima";"1461";"2009-05-27";"2009-12-17"
"3433";"Almeida Lima";"1460";"2009-05-13";"2010-12-22"
"3433";"Almeida Lima";"445";"2009-07-14";"2011-01-31"
"3433";"Almeida Lima";"1450";"2009-03-18";"2010-12-22"
"3433";"Almeida Lima";"1436";"2008-08-26";"2010-12-22"
"3433";"Almeida Lima";"1430";"2008-04-01";"2010-12-22"
"3433";"Almeida Lima";"1422";"2008-03-25";"2010-12-22"
"3433";"Almeida Lima";"1424";"2008-03-06";"2008-06-05"
"3433";"Almeida Lima";"1306";"2009-03-02";"2010-12-22"
"3433";"Almeida Lima";"59";"2009-05-14";"2010-12-22"
"3433";"Almeida Lima";"59";"2009-03-02";"2009-05-14"
"3433";"Almeida Lima";"54";"2009-03-02";"2010-12-22"
"3433";"Almeida Lima";"54";"2007-09-05";"2009-03-02"
"3433";"Almeida Lima";"445";"2007-09-05";"2009-04-01"
"3433";"Almeida Lima";"50";"2008-03-11";"2010-12-22"
"3433";"Almeida Lima";"34";"2007-10-04";"2009-03-02"
"3433";"Almeida Lima";"34";"2009-03-02";"2010-12-22"
"3433";"Almeida Lima";"38";"2009-09-03";"2010-12-22"
"3433";"Almeida Lima";"445";"2007-06-27";"2007-09-04"
"3433";"Almeida Lima";"54";"2007-08-22";"2007-09-04"
"3433";"Almeida Lima";"1357";"2006-11-16";"2007-01-31"
"3433";"Almeida Lima";"1352";"2003-07-09";"2003-12-15"
"3433";"Almeida Lima";"1335";"2005-07-19";"2005-11-16"
"3433";"Almeida Lima";"1334";"2003-09-30";"2004-12-15"
"3433";"Almeida Lima";"1328";"2005-06-21";"2007-01-31"
"3433";"Almeida Lima";"1220";"2006-11-16";"2007-01-31"
"3433";"Almeida Lima";"894";"2005-06-14";"2007-01-31"
"3433";"Almeida Lima";"40";"2005-03-07";"2005-06-13"
"3433";"Almeida Lima";"59";"2005-02-18";"2005-12-02"
"3433";"Almeida Lima";"834";"2005-02-18";"2005-10-28"
"3433";"Almeida Lima";"50";"2005-02-18";"2007-01-31"
"3433";"Almeida Lima";"47";"2006-10-18";"2007-01-31"
"3433";"Almeida Lima";"34";"2005-10-21";"2007-01-31"
"3433";"Almeida Lima";"34";"2005-02-18";"2005-09-22"
"3433";"Almeida Lima";"40";"2005-02-18";"2005-03-04"
"3433";"Almeida Lima";"38";"2005-08-23";"2007-01-31"
"3433";"Almeida Lima";"38";"2005-02-18";"2005-08-23"
"3433";"Almeida Lima";"1260";"2005-06-23";"2005-06-28"
"3433";"Almeida Lima";"1181";"2004-03-12";"2004-08-30"
"3433";"Almeida Lima";"894";"2003-04-03";"2005-02-17"
"3433";"Almeida Lima";"385";"2003-03-26";"2005-02-17"
"3433";"Almeida Lima";"34";"2003-02-19";"2005-02-17"
"3433";"Almeida Lima";"834";"2003-06-13";"2005-02-17"
"3433";"Almeida Lima";"50";"2003-02-19";"2005-02-17"
"3433";"Almeida Lima";"54";"2003-02-19";"2003-02-19"
"3433";"Almeida Lima";"47";"2003-02-19";"2005-02-17"
"845";"Aloizio Mercadante";"288";"1999-08-04";"1999-11-24"
"845";"Aloizio Mercadante";"1351";"2003-07-02";"2003-08-13"
"845";"Aloizio Mercadante";"1364";"2007-02-13";"2007-12-24"
"845";"Aloizio Mercadante";"1447";"2009-02-19";"2010-12-22"
"845";"Aloizio Mercadante";"1338";"2005-12-14";"2007-01-31"
"845";"Aloizio Mercadante";"914";"2009-11-17";"2010-12-22"
"845";"Aloizio Mercadante";"1462";"2009-05-28";"2010-12-22"
"845";"Aloizio Mercadante";"1460";"2009-12-02";"2010-12-22"
"845";"Aloizio Mercadante";"54";"2009-02-16";"2009-03-03"
"845";"Aloizio Mercadante";"1307";"2007-02-06";"2008-04-01"
"845";"Aloizio Mercadante";"59";"2007-02-06";"2009-02-16"
"845";"Aloizio Mercadante";"54";"2007-02-06";"2009-02-16"
"845";"Aloizio Mercadante";"54";"2009-10-13";"2010-12-22"
"845";"Aloizio Mercadante";"834";"2009-07-09";"2009-09-29"
"845";"Aloizio Mercadante";"47";"2007-02-06";"2008-04-15"
"845";"Aloizio Mercadante";"34";"2007-02-06";"2009-02-16"
"845";"Aloizio Mercadante";"34";"2009-02-16";"2010-12-22"
"845";"Aloizio Mercadante";"38";"2007-02-06";"2009-02-16"
"845";"Aloizio Mercadante";"38";"2009-02-16";"2010-12-22"
"845";"Aloizio Mercadante";"1333";"2005-03-01";"2005-07-05"
"845";"Aloizio Mercadante";"59";"2006-12-21";"2007-01-31"
"845";"Aloizio Mercadante";"47";"2005-02-18";"2007-01-31"
"845";"Aloizio Mercadante";"34";"2005-02-18";"2007-01-31"
"845";"Aloizio Mercadante";"38";"2005-02-18";"2007-01-31"
"845";"Aloizio Mercadante";"934";"2003-06-11";"2004-07-13"
"845";"Aloizio Mercadante";"34";"2003-02-19";"2005-02-17"
"845";"Aloizio Mercadante";"54";"2003-02-19";"2005-02-17"
"845";"Aloizio Mercadante";"38";"2003-02-19";"2005-02-17"
"846";"Aloysio Nunes Ferreira";"449";"2015-03-10";"2017-02-14"
"846";"Aloysio Nunes Ferreira";"1686";"2013-07-03";"2013-07-23"
"846";"Aloysio Nunes Ferreira";"2044";"2015-03-31";
"846";"Aloysio Nunes Ferreira";"1897";"2015-02-25";"2015-03-03"
"846";"Aloysio Nunes Ferreira";"1932";"2015-06-17";"2015-10-06"
"846";"Aloysio Nunes Ferreira";"1692";"2013-07-03";"2013-08-07"
"846";"Aloysio Nunes Ferreira";"1747";"2013-11-27";"2013-12-16"
"846";"Aloysio Nunes Ferreira";"1832";"2014-07-09";"2014-07-28"
"846";"Aloysio Nunes Ferreira";"1709";"2013-08-01";"2013-08-20"
"846";"Aloysio Nunes Ferreira";"1351";"2003-07-02";"2003-08-13"
"846";"Aloysio Nunes Ferreira";"1662";"2013-03-20";"2014-12-22"
"846";"Aloysio Nunes Ferreira";"2052";"2015-03-04";
"846";"Aloysio Nunes Ferreira";"1843";"2014-10-08";"2014-10-27"
"846";"Aloysio Nunes Ferreira";"1773";"2014-02-11";"2014-03-02"
"846";"Aloysio Nunes Ferreira";"1878";"2015-06-11";"2015-07-17"
"846";"Aloysio Nunes Ferreira";"2046";"2011-07-07";
"846";"Aloysio Nunes Ferreira";"1904";"2015-06-01";"2016-11-01"
"846";"Aloysio Nunes Ferreira";"1853";"2014-12-03";"2015-01-31"
"846";"Aloysio Nunes Ferreira";"2051";"2013-12-12";
"846";"Aloysio Nunes Ferreira";"1677";"2013-05-29";"2013-12-23"
"846";"Aloysio Nunes Ferreira";"2063";"2016-06-16";
"846";"Aloysio Nunes Ferreira";"1730";"2013-10-14";"2013-11-02"
"846";"Aloysio Nunes Ferreira";"2049";"2015-03-31";
"846";"Aloysio Nunes Ferreira";"1724";"2013-09-19";"2013-10-21"
"846";"Aloysio Nunes Ferreira";"1547";"2011-02-10";"2011-12-22"
"846";"Aloysio Nunes Ferreira";"2045";"2013-07-09";
"846";"Aloysio Nunes Ferreira";"2040";"2016-06-16";"2017-08-02"
"846";"Aloysio Nunes Ferreira";"1819";"2014-06-09";"2014-06-28"
"846";"Aloysio Nunes Ferreira";"1723";"2013-09-19";"2013-09-26"
"846";"Aloysio Nunes Ferreira";"2016";"2016-04-25";"2016-06-07"
"846";"Aloysio Nunes Ferreira";"2035";"2016-06-30";"2016-12-22"
"846";"Aloysio Nunes Ferreira";"445";"2015-12-01";"2017-02-03"
"846";"Aloysio Nunes Ferreira";"1925";"2015-07-16";"2017-02-03"
"846";"Aloysio Nunes Ferreira";"1450";"2015-03-19";"2017-02-14"
"846";"Aloysio Nunes Ferreira";"1901";"2015-03-18";"2016-05-27"
"846";"Aloysio Nunes Ferreira";"1900";"2015-03-25";"2016-08-15"
"846";"Aloysio Nunes Ferreira";"54";"2015-02-26";"2017-02-10"
"846";"Aloysio Nunes Ferreira";"47";"2015-02-26";"2017-02-10"
"846";"Aloysio Nunes Ferreira";"34";"2015-02-26";"2015-03-31"
"846";"Aloysio Nunes Ferreira";"34";"2015-05-14";"2017-02-08"
"846";"Aloysio Nunes Ferreira";"34";"2015-03-31";"2015-05-08"
"846";"Aloysio Nunes Ferreira";"34";"2015-05-08";"2015-05-14"
"846";"Aloysio Nunes Ferreira";"34";"2017-02-08";"2017-03-09"
"846";"Aloysio Nunes Ferreira";"1534";"2015-05-19";"2017-02-10"
"846";"Aloysio Nunes Ferreira";"1468";"2015-04-22";"2017-02-10"
"846";"Aloysio Nunes Ferreira";"34";"2013-04-18";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1313";"2013-04-16";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1663";"2013-03-27";"2013-12-12"
"846";"Aloysio Nunes Ferreira";"1806";"2014-04-30";"2014-12-22"
"846";"Aloysio Nunes Ferreira";"50";"2015-02-26";"2017-02-10"
"846";"Aloysio Nunes Ferreira";"1363";"2016-09-14";"2017-02-10"
"846";"Aloysio Nunes Ferreira";"1363";"2015-02-26";"2016-09-14"
"846";"Aloysio Nunes Ferreira";"449";"2014-11-11";"2015-01-31"
"846";"Aloysio Nunes Ferreira";"1752";"2013-12-11";"2014-02-02"
"846";"Aloysio Nunes Ferreira";"1750";"2014-05-08";"2015-01-31"
"846";"Aloysio Nunes Ferreira";"1734";"2013-12-04";"2014-12-18"
"846";"Aloysio Nunes Ferreira";"1589";"2012-04-24";"2012-07-04"
"846";"Aloysio Nunes Ferreira";"1450";"2011-02-18";"2015-01-31"
"846";"Aloysio Nunes Ferreira";"768";"2015-03-11";"2017-02-02"
"846";"Aloysio Nunes Ferreira";"1603";"2012-07-17";"2013-12-23"
"846";"Aloysio Nunes Ferreira";"1601";"2012-06-27";"2013-09-19"
"846";"Aloysio Nunes Ferreira";"914";"2011-10-19";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1356";"2011-07-14";"2011-08-03"
"846";"Aloysio Nunes Ferreira";"1566";"2011-07-06";"2011-09-14"
"846";"Aloysio Nunes Ferreira";"1565";"2012-02-27";"2012-06-26"
"846";"Aloysio Nunes Ferreira";"1367";"2011-04-14";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1534";"2011-04-12";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1561";"2013-04-16";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1561";"2011-04-05";"2013-04-16"
"846";"Aloysio Nunes Ferreira";"1468";"2012-02-27";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1523";"2011-03-15";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1448";"2011-02-26";"2011-04-13"
"846";"Aloysio Nunes Ferreira";"1448";"2011-04-13";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"834";"2012-02-08";"2012-05-07"
"846";"Aloysio Nunes Ferreira";"50";"2013-02-07";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"50";"2011-02-26";"2013-02-07"
"846";"Aloysio Nunes Ferreira";"54";"2013-02-07";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"54";"2011-02-26";"2013-02-07"
"846";"Aloysio Nunes Ferreira";"59";"2011-02-26";"2013-02-07"
"846";"Aloysio Nunes Ferreira";"59";"2013-02-07";"2013-03-13"
"846";"Aloysio Nunes Ferreira";"47";"2013-09-23";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"47";"2011-03-23";"2013-04-11"
"846";"Aloysio Nunes Ferreira";"1306";"2013-02-07";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"34";"2013-02-07";"2013-04-18"
"846";"Aloysio Nunes Ferreira";"34";"2011-02-26";"2013-02-07"
"846";"Aloysio Nunes Ferreira";"40";"2013-02-07";"2013-03-19"
"846";"Aloysio Nunes Ferreira";"1363";"2011-02-26";"2013-03-11"
"846";"Aloysio Nunes Ferreira";"1363";"2013-03-11";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"38";"2011-02-26";"2011-03-23"
"846";"Aloysio Nunes Ferreira";"38";"2011-03-23";"2015-01-30"
"846";"Aloysio Nunes Ferreira";"1307";"2011-02-26";"2014-08-05"
"846";"Aloysio Nunes Ferreira";"54";"2011-02-17";"2011-02-25"
"846";"Aloysio Nunes Ferreira";"59";"2011-02-17";"2011-02-25"
"846";"Aloysio Nunes Ferreira";"38";"2011-02-17";"2011-02-25"
"846";"Aloysio Nunes Ferreira";"1307";"2011-02-17";"2011-02-25"
"846";"Aloysio Nunes Ferreira";"1363";"2011-02-17";"2011-02-25"
